"gfw_net_flux_co2e__Mg","gfw_gross_cumulative_aboveground_belowground_co2_removals__Mg","gfw_gross_emissions_co2e_all_gases__Mg","includes_gain_pixels"
-32225634349.4669178369455068,46141024404.6080333332652892,13915390055.186102681728704,True
